500,4987700.000000
1000,8402500.000000
1500,12432900.000000
2000,14725600.000000
2500,37271300.000000
3000,36124100.000000
3500,50635000.000000
4000,60343600.000000
4500,91609300.000000
5000,95160200.000000
5500,118635900.000000
6000,144661400.000000
6500,166255400.000000
7000,198972100.000000
7500,230658500.000000
8000,258740100.000000
8500,300084000.000000
9000,330429900.000000
9500,372615700.000000
10000,428397600.000000
10500,463779100.000000
11000,516747300.000000
11500,561899400.000000
12000,611775000.000000
12500,663537800.000000
13000,727086700.000000
13500,783794900.000000
14000,850281000.000000
14500,911552800.000000
15000,984854100.000000
15500,1057585700.000000
16000,1122609700.000000
16500,1200538300.000000
17000,1290687600.000000
17500,1370993500.000000
18000,1452232900.000000
18500,1538432700.000000
19000,1621375200.000000
19500,1715218000.000000
20000,1803092800.000000
20500,1902182200.000000
21000,2010307700.000000
21500,2110154600.000000
22000,2200930500.000000
22500,2325054200.000000
23000,2397635300.000000
23500,2521633000.000000
24000,2626503100.000000
24500,2756872600.000000
25000,2866613700.000000
25500,2977243800.000000
26000,3109775100.000000
26500,3241518800.000000
27000,3356075400.000000
27500,3498179500.000000
28000,3643928200.000000
28500,3775676400.000000
29000,3912818000.000000
29500,4059898500.000000
30000,4204423200.000000
30500,4323550000.000000
31000,4503370500.000000
31500,4627401500.000000
32000,4799622300.000000
32500,4929323100.000000
33000,5109011400.000000
33500,5265896700.000000
34000,5430598700.000000
34500,5595484700.000000
35000,5761421700.000000
35500,6014417200.000000
36000,6123519300.000000
36500,6313933400.000000
37000,6466863500.000000
37500,6656102700.000000
38000,6852151300.000000
38500,7065965400.000000
39000,7228894600.000000
39500,7417135800.000000
40000,7643251000.000000
40500,7827223600.000000
41000,8031499300.000000
41500,8207242900.000000
42000,8436060100.000000
42500,8678268400.000000
43000,8838213300.000000
43500,9072199900.000000
44000,9277726800.000000
44500,9490511900.000000
45000,9746258100.000000
45500,9983768200.000000
46000,10174720400.000000
46500,10483807400.000000
47000,10658643100.000000
47500,10894526100.000000
48000,11138475500.000000
48500,11381585400.000000
49000,11618560700.000000
49500,11883706600.000000
