11,6
12,7
13,7
14,7
15,7
16,7
17,7
18,8
19,8
20,8
22,8
23,8
24,9
26,9
27,9
29,9
31,9
33,10
34,10
35,10
37,10
39,10
41,11
44,11
47,10
49,12
52,12
55,11
58,12
59,12
62,12
66,13
69,13
70,13
74,13
78,13
79,13
83,14
88,14
94,13
99,15
104,15
105,15
111,14
117,15
119,15
125,16
132,16
141,16
148,17
156,17
158,17
167,17
176,18
188,17
198,19
209,19
211,19
223,18
235,19
238,19
251,20
264,20
282,20
297,21
313,21
317,21
334,21
352,22
376,22
396,23
423,23
446,23
470,24
476,24
502,24
529,25
565,25
595,26
627,26
635,26
669,26
705,27
753,27
793,28
847,28
893,28
940,29
953,29
1004,29
1058,30
1130,30
1190,31
1271,31
1339,31
1411,32
1507,32
1587,33
1695,33
1786,34
1881,34
1907,34
2009,35
2116,35
2260,36
2381,36
2543,37
2679,37
2822,37
3014,38
3175,39
3390,38
3572,40
3814,40
4018,41
4233,41
4521,42
4762,42
5086,43
5358,44
5645,43
6028,45
6350,45
6781,45
7144,46
7629,47
8037,48
8467,47
9042,49
9525,49
10172,49
10716,51
12056,52
12701,52
13563,52
14288,53
15258,54
16075,55
16935,54
18084,56
19051,56
20345,56
21433,58
24112,59
25402,59
27126,60
28577,60
30517,61
32150,63
36168,64
38103,64
40690,64
42866,66
48225,67
50805,67
54253,68
57155,68
61035,69
64300,71
72337,72
76207,72
81380,73
85733,74
96450,76
108506,77
114311,77
122070,78
128600,80
144675,81
152415,81
162760,82
171467,83
192901,85
217013,86
228623,86
244140,88
257201,89
289351,91
325520,92
342935,93
385802,95
434027,96
457247,96
488281,98
514403,99
578703,101
651041,102
685871,103
771604,105
868055,107
976562,109
1028806,110
1157407,112
1302083,113
1371742,114
1543209,116
1736111,118
1953125,120
2057613,121
2314814,123
2604166,125
3086419,128
3472222,130
3906250,132
4115226,133
4629629,135
5208333,137
6172839,140
6944444,142
7812500,144
9259259,147
10416666,149
12345679,152
13888888,154
15625000,156
18518518,160
20833333,161
27777777,166
31250000,169
37037037,173
41666666,174
55555555,180
62500000,182
83333333,187
111111111,194
125000000,196
166666666,202
250000000,210
333333333,217
500000000,226
1000000000,242
