100,18146.000000
5200,160138.000000
10300,196526.000000
15400,194764.000000
20500,123146.000000
25600,147684.000000
30700,541364.000000
35800,206990.000000
40900,219834.000000
46000,254928.000000
51100,279836.000000
56200,1125028.000000
61300,492226.000000
66400,303412.000000
71500,324270.000000
76600,339464.000000
81700,368400.000000
86800,380872.000000
91900,508246.000000
97000,425630.000000
