500,20110.000000
1000,24530.000000
1500,37100.000000
2000,38886.000000
2500,45876.000000
3000,56690.000000
3500,63872.000000
4000,90406.000000
4500,82904.000000
5000,94120.000000
5500,102456.000000
6000,111580.000000
6500,50146.000000
7000,107962.000000
7500,58932.000000
8000,62804.000000
8500,74910.000000
9000,68058.000000
9500,72736.000000
